Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,judul_bersih,bahan_bersih,Quality Score
Lumpia isi tahu,"20 lbr Kulit lumpia--1 buah tahu ukuran besar (tahu gede)--2 batang daun bawang--1 ikat daun seledri--Secukupnya kol--1 bks royko ayam--secukupnya Garam, penyedap--1 sdt lada bubuk--10 biji rawit merah--1 butir telur--Putih telur untuk kulit lumpia--","1) Hancurkan tahu, iris kol daun bawang & seledri, lalu ulek cabe rawit campur semua bahan aduk rata
2) Siapkan kulit lumpia lalu lipat dan rekatkan ujung nya oles dgn putih telur. lalu goreng sampai kecoklatan dan tiriskan",8,https://cookpad.com/id/resep/4416528-lumpia-isi-tahu,tahu,lumpia isi tahu,11,"kulit lumpia , tahu tahu gede , batang daun bawang , daun seledri , kol , royko ayam , garam , penyedap , lada , biji rawit merah , telur , putih telur kulit lumpia",2,lumpia isi tahu,"20 lbr kulit lumpia 1 buah tahu ukuran besar tahu gede 2 batang daun bawang 1 ikat daun seledri secukupnya kol 1 bks royko ayam secukupnya garam, penyedap 1 sdt lada bubuk 10 biji rawit merah 1 butir telur putih telur untuk kulit lumpia",0.2203
Sop Kambing Bening,"500 gr daging kambing dengan tulang--2 helai seledri--2 helai daun bawang--1 buah tomat--5 buah cabai rawit merah utuh--2 ruas jari jahe, keprek--1/2 butir pala, keprek--2 batang kayu manis--5 butir cengkeh--bumbu halus :--8 siung bawang merah--4 siung bawang putih--1 sdt ketumbar--1 sdm garam--1/2 sdt merica (opsional)--1 cm jahe--pelengkap :--1 sdm bawang goreng--2 buah jeruk nipis, belah--","1) Tumis bumbu halus, kayu manis, cengkeh, jahe dan pala sampai harum. Masukkan 1 lt air. Tunggu hingga mendidih, lalu masukkan daging kambing tadi
2) Tunggu kira - kira 30 menit cek keempukkan daging. Jika sudah cukup empuk tambahkan potongan daun bawang,tomat dan cabai rawit utuh.
3) Matikan api lalu taburkan seledri dan bawang goreng dan perasan jeruk nipis",8,https://cookpad.com/id/resep/956157-sop-kambing-bening,kambing,sop kambing bening,19,"daging kambing tulang , seledri , daun bawang , tomat , cabai rawit merah utuh , jahe , keprek , pala , keprek , kayu manis , cengkeh , bumbu halus , bawang merah , bawang putih , ketumbar , garam , merica , jahe , pelengkap , bawang goreng , jeruk nipis , belah",3,sop kambing bening,"500 gr daging kambing dengan tulang 2 helai seledri 2 helai daun bawang 1 buah tomat 5 buah cabai rawit merah utuh 2 ruas jari jahe, keprek 1 2 butir pala, keprek 2 batang kayu manis 5 butir cengkeh bumbu halus 8 siung bawang merah 4 siung bawang putih 1 sdt ketumbar 1 sdm garam 1 2 sdt merica opsional 1 cm jahe pelengkap 1 sdm bawang goreng 2 buah jeruk nipis, belah",0.1604
Tongseng Kambing No Santan,1/4 kg daging kambing potong dadu--1/2 kol sedang iris kasar--1 buah tomat potong dadu--10 bh cabe rawit--bumbu yg dihaluskan--4 siung bawang putih--6 siung bawang merah--1 ruas kunyit--5 buah cabe merah--1 sdt ketumbar--1 sdt merica--3 butir kemiri--1 ruas lengkuas digeprek--1 ruas jahe digeprek--2 lbr daun salam--1 lbr daun jeruk--3 batang sereh ambil putihnya geprek--,"1) Bersihkan daging buang lemaknya Lumuri dengan bubuk paya pengempuk daging. Tusuk2 dengan garpu lalu diamkan 15-20menit. Cuci daging hingga bersih
2) Haluskan bumbu
3) Tumis semua bumbu sampai harum tambahkan garam dan gula merah. Lalu masukkan daging dan tumis hingga bumbu kira2 bumbu meresap
4) Tambahkan air lalu rebus hingga mengental Tambahkan kecap atau gula merah
5) Masukkan kol, cabe rawit dan tomat aduk sebentar lalu matikan api.",8,https://cookpad.com/id/resep/957443-tongseng-kambing-no-santan,kambing,tongseng kambing no santan,17,"daging kambing potong dadu , kol kasar , tomat potong dadu , cabe rawit , bumbu dihaluskan , bawang putih , bawang merah , kunyit , cabe merah , ketumbar , merica , kemiri , lengkuas , jahe digeprek , daun salam , daun jeruk , serai ambil putihnya geprek",5,tongseng kambing no santan,1 4 kg daging kambing potong dadu 1 2 kol sedang iris kasar 1 buah tomat potong dadu 10 bh cabe rawit bumbu yg dihaluskan 4 siung bawang putih 6 siung bawang merah 1 ruas kunyit 5 buah cabe merah 1 sdt ketumbar 1 sdt merica 3 butir kemiri 1 ruas lengkuas digeprek 1 ruas jahe digeprek 2 lbr daun salam 1 lbr daun jeruk 3 batang sereh ambil putihnya geprek,0.2389
Bola bola tahu telur puyuh simple,10 pc telur puyuh--4 pc tahu--1 telur ayam--Royco ayam--Tepung roti atau panir--,"1) Rebus telur puyuh smpai matang dan kupas kulitnya
2) Tahu di ancurkan di campur royco ayam
3) Bulat2 tahu isi dengan telur puyuh
4) Lumuri dengan tepung roti
5) Goreng hingga warna jd agak coklat",8,https://cookpad.com/id/resep/4417023-bola-bola-tahu-telur-puyuh-simple,tahu,bola bola tahu telur puyuh simple,5,"pc telur puyuh , pc tahu , telur ayam , royco ayam , tepung roti panir",5,bola bola tahu telur puyuh simple,10 pc telur puyuh 4 pc tahu 1 telur ayam royco ayam tepung roti atau panir,0.2771
Oseng tempe leunca,200 gram leunca--1/2 papan tempe ukuran sedang--2 buah cabe merah keriting--6 buah cabe rawit merah--1 ruas kencur--4 siung bawang putih--6 siung bawang merah--secukupnya kecap--secukupnya garam--secukupnya minyak--penyedap rasa ayam (optional)--,"1) Ulek kasar cabe keriting, bawang merah, bawang putih, cabe rawit merah, kencur
2) Panaskan minyak, masukkan bumbu yg sudah diulek kasar, sambil menunggu bumbu yg sedang ditumis, ulek tempe (jangan terlalu hancur). setelah bumbu wangi masukkan tempe, aduk sebentar lalu masukkan leunca
3) Tambahkan air secukupnya, garam, penyedap rasa, kecap, dan tumis sampai air menyusut dan bumbu telah meresap.",8,https://cookpad.com/id/resep/4423982-oseng-tempe-leunca,tempe,oseng tempe leunca,11,"leunca , papan tempe , cabe merah keriting , cabe rawit merah , kencur , bawang putih , bawang merah , kecap , garam , minyak , penyedap ayam",3,oseng tempe leunca,200 gram leunca 1 2 papan tempe ukuran sedang 2 buah cabe merah keriting 6 buah cabe rawit merah 1 ruas kencur 4 siung bawang putih 6 siung bawang merah secukupnya kecap secukupnya garam secukupnya minyak penyedap rasa ayam optional,0.2633
Semur Ayam Tahu Kentang,1/2 kg ayam--1/4 kg kentang--10 bh tahu goreng segitiga--5 siung bawang merah--4 siung bawang putih--1 ruas jahe--lengkuas--2 btg sereh--daun salam--daun jeruk--secukupnya gula garam--kecap secukupnya sesuai selera--,"1) Haluskan bawang merah bapur jahe, lengkuas dan sereh geprek lalu tumis bumbu masukkan daun salam, daun jeruk, garam, gula, tumis sampai harum.
2) Tambahkan 1 ltr air tggu sampai mendidih tambahkan kecap manis lalu masukkan ayam, masak sampai agak sat.
3) Setelah ayam empuk masukan tahu dan kentang masak lg sampai kentang empuk.
4) Matikan api, semur siap disajikan.",8,https://cookpad.com/id/resep/4424405-semur-ayam-tahu-kentang,tahu,semur ayam tahu kentang,12,"ayam , kentang , tahu goreng segitiga , bawang merah , bawang putih , jahe , lengkuas , serai , daun salam , daun jeruk , gula garam , kecap",4,semur ayam tahu kentang,1 2 kg ayam 1 4 kg kentang 10 bh tahu goreng segitiga 5 siung bawang merah 4 siung bawang putih 1 ruas jahe lengkuas 2 btg sereh daun salam daun jeruk secukupnya gula garam kecap secukupnya sesuai selera,0.2794
Tongseng TTS (Tahu Tempe Sosis) + Cambah,"1 buah tahu (seribuan), potong dadu--1 potong tempe (seribuan), potong dadu--Cambah (seribu--2 potong sosis (iris serong)--3 siung bawang merah--2 siung bawah putih--1 iris laos (seruas jempol, geprek)--5 buah cabe (optional)--1 buah lombok besar (iris serong)--Secukupnya kecap, garam, lada bubuk, kaldu bubuk--Secukupnya air--","1) Goreng tempe, tahu, sosis (jgn sampai terlalu kering)
2) Tumis bawang merah, bawang putih, laos, cabe kecil, dan lombok besar sampai berbau harum. Masukkan cambah, tunggu sebentar langsung beri kecap (agar lebih meresap), aduk rata, setelah itu tuang air
3) Masukkan tahu, tempe, dan sosis yg sudah digoreng tadi, beri garam, lada bubuk, kaldu bubuk.
4) Koreksi rasa, udah..  selamat menikmati",8,https://cookpad.com/id/resep/4422057-tongseng-tts-tahu-tempe-sosis-cambah,tempe,tongseng tts ( tahu tempe sosis ) + cambah,11,"tahu seribuan , potong dadu , potong tempe seribuan , potong dadu , cambah seribu , potong sosis serong , bawang merah , putih , laos jempol , geprek , cabe , lombok serong , kecap , garam , lada , kaldu bubuk , air",4,tongseng tts tahu tempe sosis cambah,"1 buah tahu seribuan , potong dadu 1 potong tempe seribuan , potong dadu cambah seribu 2 potong sosis iris serong 3 siung bawang merah 2 siung bawah putih 1 iris laos seruas jempol, geprek 5 buah cabe optional 1 buah lombok besar iris serong secukupnya kecap, garam, lada bubuk, kaldu bubuk secukupnya air",0.2828
Siomay Ayam (Mix Kepala Udang),🍳 Bahan Isian :--250 gr daging ayam tanpa tulang; cincang halus--Kepala udang besar secukupnya ; haluskan (optional)--200 gr tepung tapioka--1/2 buah labu siam; rebus lalu haluskan--1 batang daun bawang; rajang--2 buah wortel; potong kotak kecil--1/2 buah wortel; serut--2 siung bawang putih; haluskan--3 sdt lada bubuk--3 sdm saus tiram--secukupnya Garam--secubit Gula--🍳 Bahan Kulit :--8 sdm terigu--2 sdm peres tapioka--2 sdm minyak goreng--secukupnya Garam--Secubit gula--secukupnya Air hangat--,"1) Membuat Isian : campur semua bahan KECUALI Wortel serut. Aduk sampai benar benar tercampur rata, sisihkan.
2) Membuat Kulit : Campur semua bahan, kecuali air hangat. Aduk, lalu tuang air hangat sedikit demi sedikit, uleni sampai adonan kalis. Diamkan 15 menit, sambil ditutup agar adonan tidak kering. Setelah 15 menit gilas ketebalan 1/2 cm, cetak bulat pakai tutup toples. Bentuk sampai adonan habis. Lalu gilas sekali lagi agar kulit siomay lebih tipis (yg sudah dibentuk bulat tadi).
3) Panaskan kukusan, isi kulit dengan bahan isian lalu beri serutan wortel di atasnya. Kukus sekitar 20 - 30 menit hingga matang.
4) Sajikan hangat bersama saus cocolannya",8,https://cookpad.com/id/resep/4365354-siomay-ayam-mix-kepala-udang,ayam,siomay ayam ( mix kepala udang ),20,"isian , daging ayam tulang cincang halus , kepala udang haluskan , tepung tapioka , labu siam rebus haluskan , batang daun bawang rajang , wortel potong kotak , wortel serut , bawang putih haluskan , lada , saus tiram , garam , secubit gula , kulit , terigu , peres tapioka , minyak goreng , garam , secubit gula , air hangat",4,siomay ayam mix kepala udang,bahan isian 250 gr daging ayam tanpa tulang cincang halus kepala udang besar secukupnya haluskan optional 200 gr tepung tapioka 1 2 buah labu siam rebus lalu haluskan 1 batang daun bawang rajang 2 buah wortel potong kotak kecil 1 2 buah wortel serut 2 siung bawang putih haluskan 3 sdt lada bubuk 3 sdm saus tiram secukupnya garam secubit gula bahan kulit 8 sdm terigu 2 sdm peres tapioka 2 sdm minyak goreng secukupnya garam secubit gula secukupnya air hangat,0.2053
07.Tauco ikan kembung rebus,6 ekor kembung rebus uk agak besar--1 ons cabe ijo--4 bh bawang merah--1 bh bawang putih--4 iris jahe--4 iris tomat--1/2 sdt tauco--5 bh cabe merah(di blender)--secukupnya garam--Sedikit gula--Sedikit penyedap rasa--,"1) Goreng ikan
2) Iris bawang merah,bawang putih,jahe,cabe ijo
3) Angkat ikan yg uda di goreng,kurangi minyak,masukkn bahan yg tlah di iris,masukkn jg cabe merah yg di blender + tauco
4) Tunggu hingga mendi2h,tp cabe ijo jgn trllu matang y bun,lalu tambahkn garam,gula & penyedap rasa,icip2...masukkn ikan yg tlah di goreng....
5) Selamat menikmati y bun...",8,https://cookpad.com/id/resep/4351940-07tauco-ikan-kembung-rebus,ikan,tauco ikan kembung rebus,11,"kembung rebus , cabe ijo , bawang merah , bawang putih , jahe , tomat , tauco , cabe merah blender , garam , gula , penyedap",5,07 tauco ikan kembung rebus,6 ekor kembung rebus uk agak besar 1 ons cabe ijo 4 bh bawang merah 1 bh bawang putih 4 iris jahe 4 iris tomat 1 2 sdt tauco 5 bh cabe merah di blender secukupnya garam sedikit gula sedikit penyedap rasa,0.2977
Ikan tongkol tahu bumbu kuning,"1 bngkus pindang tongkol(goreng)--4 buah tahu(potong goreng)--1 buah santan kara--Bumbu halus:--2 buah kemori--2 siung bawang putih--5 siung bawang merah--10 buah cabe rawit--1 ruas kunyit,sereh,laos,daun salam--1/2 sdt ketumbar&lada--Secukup ny air,royco,gula,minyak goreng--","1) Tumis bumbu halus,sereh,laos,daun slm,smpe harum+kan royco,gula.
2) Masukan santan kara&sdikit air.masukan pindang tongkol &tahu.masak sampe mndidih.tes rasa klo sdh pas...angkat....siap d sajikan",8,https://cookpad.com/id/resep/4433472-ikan-tongkol-tahu-bumbu-kuning,tahu,ikan tongkol tahu bumbu kuning,11,"bngkus pindang tongkol goreng , tahu potong goreng , santan kara , bumbu halus , kemori , bawang putih , bawang merah , cabe rawit , kunyit , serai , laos , daun salam , ketumbar & lada , secukup ny air , royco , gula , minyak goreng",2,ikan tongkol tahu bumbu kuning,"1 bngkus pindang tongkol goreng 4 buah tahu potong goreng 1 buah santan kara bumbu halus 2 buah kemori 2 siung bawang putih 5 siung bawang merah 10 buah cabe rawit 1 ruas kunyit,sereh,laos,daun salam 1 2 sdt ketumbar lada secukup ny air,royco,gula,minyak goreng",0.2172
Tahu Fantasi 🌻🌼,10 tahu potong--2 butir telur--1 buah wortel besar--Bihun isi 2 (dipakek satu aja)--secukupnya Daun bawang--4 siung bawang putih--1/2 sdt merica bubuk--1 sdt garam--1 bungkus masakao--,"1) Hancurkan tahu dengan menggunakan sendok
2) Parut wortel menggunakan parutan keju/ bisa di iris kecil2 juga boleh
3) Rebus bihun dan potong kecil2
4) Masukkan parutan wortel dan bihun ke dalam tahu yang sudah dihaluskan
5) Masukkan bawang putih yang sudah dihaluskan, garam, merica bubuk,daun bawang dan telur kemudian aduk rata. Sambil di aduk sambil di tes rasa yaa..
6) Masuk kan adonan kedalam cetakan (saya pakek loyang segi empat)
7) Kukus selama 15- 30 menit
8) Biarkan dingin dan potong2 sesuai selera
9) Sebelum digoreng celupkan potongan tahu ke dalam kocokan telur, lalu di guling2kan ke tepung panir
10) Selamat mencoba..resepnya jadi banyak banget. Bisa disimpan di dalam kulkas sewaktu2 tinggal goyeng",8,https://cookpad.com/id/resep/4433847-tahu-fantasi-%F0%9F%8C%BB%F0%9F%8C%BC,tahu,tahu fantasi,9,"tahu potong , telur , wortel , bihun isi dipakek , daun bawang , bawang putih , merica bubuk , garam , masakao",10,tahu fantasi,10 tahu potong 2 butir telur 1 buah wortel besar bihun isi 2 dipakek satu aja secukupnya daun bawang 4 siung bawang putih 1 2 sdt merica bubuk 1 sdt garam 1 bungkus masakao,0.4445
Tahu Goreng Tepung ala Dapur Fitri,"400 gram Tahu, potong kotak--3 sdm Tepung bumbu--secukupnya Air bersih--5 sdm Tepung Shihlin (Tapioka kasar)--5 sdm Tepung roti--1/2 sdt Lada putih bubuk--1/2 sdt Chicken powder--Minyak untuk menggoreng--","1) Pertama tama, cairkan tepung bumbu bersama sedikit air lalu masukkan potongan tahu pada tepung kemudian balurkan pada campuran tepung roti dan tepung tapioka kasar yang sudah di bubuhi lada putih. Guling kan hinggan seluruh permukaan tahu tertutupi.
2) Panaskan minyak lalu goreng tahu hingga matang sekitar 3 menit.
3) Angkat dan sajikan bersama saos sambal atau cabe merah utuh.",8,https://cookpad.com/id/resep/4423706-tahu-goreng-tepung-ala-dapur-fitri,tahu,tahu goreng tepung ala dapur fitri,8,"tahu , potong kotak , tepung bumbu , air , tepung shihlin tapioka kasar , tepung roti , lada , chicken powder , minyak",3,tahu goreng tepung ala dapur fitri,"400 gram tahu, potong kotak 3 sdm tepung bumbu secukupnya air bersih 5 sdm tepung shihlin tapioka kasar 5 sdm tepung roti 1 2 sdt lada putih bubuk 1 2 sdt chicken powder minyak untuk menggoreng",0.2611
IKAN BANDENG BUMBU BALI.... By. Dapoer Linggar,1 ekor ikan bandeng potong 4 lalu goreng kering--4 sdm santen--400 ml air--2 lembar daun salam robek 2--1 batang sereh geprek--Garam--Gula--1 batang daun bawang potong seukuran korek api--Minyak goreng--BUMBU HALUS (Saya blender)--7 buah bawang merah--4 buah bawang putih--6 buah cabe merah--2 cm kunyit--1 cm lengkuas--,"1) Kalau di blender tumis dulu bumbu tanpa minyak hingga kering untuk menghilangkan airnya baru di tambahkan minyak goreng, daun salam dan sereh... Timis hingga bumbu harum dan matang
2) Tambahkan air dan santan.... Masak hingga air mulai menyusut
3) Masukan ikan yang telah di goreng terlebih dahulu aduk rata kemudian sebelum diangkat masukan potongan daun bawang, garam dan gula pasir... test rasa
4) Biarkan bumbu agak benyek jadi airnya jangan terlalu menyusut",8,https://cookpad.com/id/resep/4357128-ikan-bandeng-bumbu-bali-by-dapoer-linggar,ikan,ikan bandeng bumbu bali by dapoer linggar,15,"ikan bandeng potong goreng kering , santen , air , daun salam robek , serai geprek , garam , gula , batang daun bawang potong seukuran korek api , minyak goreng , bumbu halus blender , bawang merah , bawang putih , cabe merah , kunyit , lengkuas",4,ikan bandeng bumbu bali by dapoer linggar,1 ekor ikan bandeng potong 4 lalu goreng kering 4 sdm santen 400 ml air 2 lembar daun salam robek 2 1 batang sereh geprek garam gula 1 batang daun bawang potong seukuran korek api minyak goreng bumbu halus saya blender 7 buah bawang merah 4 buah bawang putih 6 buah cabe merah 2 cm kunyit 1 cm lengkuas,0.2497
Sayur Tahu Kacang Bumbu Kuning Pedassss,1 ikat Kacang panjang--1 potong Tahu--Cabai hijau kecil--Cabai merah--Bawang merah--Bawang putih--Kemiri--Kunyit--Laos--Daun Salam--Garam--Gula pasir--1 sachet Royco Sapi--Minyak Goreng--Santan kelapa--,"1) Potong potong kacang panjang dan potong dadu tahu.
2) Rebus kacang panjang sampai setengah matang. Goreng tahu setengah matang
3) Siapkan bumbu halus.
4) Ulekk cabai merah, bawang merah,bawang putih, garam, kunyit dan kemiri
5) Geprekk laoss
6) Goreng minyakk, masukkan bumbu halus. Oseng sampai tercium baunya, masukkan laos dan daun salam. Tambah sedikit air
7) Masukkan kacang panjang dan tahu. Masak sampai matang. Tambahkan air
8) Masukkan santan kelapa. Aduk sampai tercampur.
9) Tambahkan royco, sedikit garam dan sedikit gula pasir. Aduk
10) Icipi rasa. Bila sudah matang matikan api.",8,https://cookpad.com/id/resep/4437935-sayur-tahu-kacang-bumbu-kuning-pedassss,tahu,sayur tahu kacang bumbu kuning pedassss,15,"kacang panjang , potong tahu , cabai hijau , cabai merah , bawang merah , bawang putih , kemiri , kunyit , laos , daun salam , garam , gula pasir , royco sapi , minyak goreng , santan kelapa",10,sayur tahu kacang bumbu kuning pedassss,1 ikat kacang panjang 1 potong tahu cabai hijau kecil cabai merah bawang merah bawang putih kemiri kunyit laos daun salam garam gula pasir 1 sachet royco sapi minyak goreng santan kelapa,0.3866
Ikan Nila n tempe Bakar Pedas Manis,1/2 kg Ikan Nila (mujaer) dapat 3 ekor ukuran sedang--1 Papan Tempe--1 sdt Ketumbar--3 cm Kunyit--4 Siung Bawang Putih--5 Siung Bawang Merah--10 Cabe kecil (sesuai selera)--3 Cabe Besar (sesuai selera)--4 butir kemiri (sangrai)--Secukupnya Garam dan Gula--Secukupnya Kecap manis--Bahan Sambal Tomat--1 buah tomat sedang--2 bawang putih--5 bawang merah--sesuai selera Cabe--secukupnya Terasi--Garam dan gula--,"1) Haluskan kunyit, ketumbar dan garam secukupnya. Cuci bersih ikan nila dan rendam dg bumbu
2) Haluskan bumbu kedua : bawang putih, bawang merah, cabe kecil, cabe besar, kemiri tambahkan garam dan gula secukupnya. Tumis. Beri sedikit air dan kecap.
3) Masukkan ikan nila dan tempe yg sudah di potong"" dan rendam kedalam tumisan. Sambil diicip ya bund. Matikan kompor dan tunggu beberapa menit.biar bumbu meresap kedalam ikan.
4) Panaskan teflon anti lengket. Beri sedikit margarin. Bakar dalam teflon hingga air pada ikan kering. (dibaliknya sekali aja ya bund. Biar gak hancur)
5) Sambil menunggu ikan dibakar. Siapkan sambal tomat ya bund.
6) Dan siap di santap bersama nasi hangat nya bund..",8,https://cookpad.com/id/resep/4415943-ikan-nila-n-tempe-bakar-pedas-manis,tempe,ikan nila n tempe bakar pedas manis,18,"ikan nila mujaer , papan tempe , ketumbar , kunyit , bawang putih , bawang merah , cabe , cabe , kemiri , garam gula , kecap manis , sambal tomat , tomat , bawang putih , bawang merah , cabe , terasi , garam gula",6,ikan nila n tempe bakar pedas manis,1 2 kg ikan nila mujaer dapat 3 ekor ukuran sedang 1 papan tempe 1 sdt ketumbar 3 cm kunyit 4 siung bawang putih 5 siung bawang merah 10 cabe kecil sesuai selera 3 cabe besar sesuai selera 4 butir kemiri sangrai secukupnya garam dan gula secukupnya kecap manis bahan sambal tomat 1 buah tomat sedang 2 bawang putih 5 bawang merah sesuai selera cabe secukupnya terasi garam dan gula,0.2775
