nama_id,frekuensi,kategori,umur_kulkas,umur_suhu_ruang,umur_freezer,kalori_per_100g,protein_g,lemak_g,karbo_g,karbon_co2e
tempe ribuan,1,protein_nabati,5,2,30,0.0,0.0,0.0,0.0,0.699
spaghetti fonte,1,karbohidrat,365,365,0,139.0,7.4,2.1,22.6,
tuna ayam brand,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
ayam pejantan,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
kunyit kuning,1,rempah,14,7,60,63.0,2.0,2.7,9.1,5.064
pete selong,1,sayuran,7,3,30,0.0,0.0,0.0,0.0,
tahu tahu pong,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
cambah panjang,1,protein_nabati,3,1,0,0.0,0.0,0.0,0.0,
cabe bubuk aida,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
tusuk sate kambing,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
merica bubuk hitam,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
cabe orange,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
santan cair,1,olahan,3,0,30,0.0,0.0,0.0,0.0,6.639
kaldu bubuk kecap,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
botol sarden merk kingfish balado,1,olahan,5,1,60,0.0,0.0,0.0,0.0,
lanjar kacang panjang,1,protein_nabati,90,30,0,0.0,0.0,0.0,0.0,0.857
ketumbar bubuk,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
udang rebon,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
santan cair mangkuk,1,olahan,3,0,30,0.0,0.0,0.0,0.0,6.639
ruang lengkuas,1,rempah,14,7,60,0.0,0.0,0.0,0.0,
kaldu bubuk dikit,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
labu,1,sayuran,14,7,0,0.0,0.0,0.0,0.0,0.528
santan kelapa stengah krn gurih,1,olahan,3,0,30,0.0,0.0,0.0,0.0,6.639
kunyit basah,1,rempah,14,7,60,63.0,2.0,2.7,9.1,5.064
daun slm,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
lada pake ladaku,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
gula putih munjung,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
anak jagung pot,1,sayuran,3,1,90,0.0,0.0,0.0,0.0,0.565
cabe merah bawang merah ulek,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,0.715
segengam daun jeruk,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
cabe merah setan,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
royco masako,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
ladaku lada,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
saos abc,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
tumisan ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
kayu keningar,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
daun kari koro belek tdk,1,rempah,7,3,0,0.0,0.0,0.0,0.0,
otak otak ikan,1,olahan,5,1,60,125.0,10.4,8.6,0.8,
tri medan,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
bawang putih gpp,1,bumbu,30,14,0,95.0,4.5,0.2,23.1,1.165
chili padi,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
gule kari,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
utuh bawang daun,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tepung kentucky sasa,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
udang atasnya,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
sayat unt,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
kulit tepung,1,karbohidrat,365,180,0,0.0,0.0,0.0,0.0,
tempe cuman,1,protein_nabati,5,2,30,0.0,0.0,0.0,0.0,0.699
petai keris,1,sayuran,7,3,30,0.0,0.0,0.0,0.0,
makaroni spiral,1,karbohidrat,365,365,0,363.0,8.7,0.4,78.7,
susu sapi murni,1,protein_hewani,7,0,30,0.0,0.0,0.0,0.0,0.537
penyedap sapi,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,69.927
keju chedar pake keju mozzarella,1,olahan,30,1,90,326.0,22.8,20.3,13.1,
udang tambak,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
sejumput garam gula,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
perasan air jeruk nipis,1,buah,14,3,0,0.0,0.0,0.0,0.0,0.565
telor ayam kulitnya,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
tahu putih coklat,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
kaldu bubuk jamur ayam,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,3.576
wortel pake keju,1,olahan,30,1,90,326.0,22.8,20.3,13.1,0.285
tepung terigu tepung aren,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,1.492
saus tomat delmonte,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
saus cabe abc botolan,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
selembar daun jeruk,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
daun jeruk tulang,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
sobek sobek,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
bawang bombai suka,1,bumbu,14,7,0,0.0,0.0,0.0,0.0,
siuang bawang merah,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,0.715
ikan pari asap,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,2.016
kubis kol,1,sayuran,14,2,30,0.0,0.0,0.0,0.0,0.324
kaldu ayam jamur bubuk,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,3.576
besek tongkol,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
tepung panir tepung,1,karbohidrat,90,30,0,0.0,0.0,0.0,0.0,
seukuran jahe,1,rempah,21,14,60,51.0,1.5,1.0,10.1,1.2
lengkuas seukuran,1,rempah,14,7,60,0.0,0.0,0.0,0.0,
daun jeruk sobek,1,rempah,7,3,30,0.0,0.0,0.0,0.0,
gula merah kelapa,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
sayap ayam drum stick,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,2.152
air jeruk nipis lemon,1,buah,14,3,0,0.0,0.0,0.0,0.0,0.565
ngo hiang,1,olahan,5,1,0,0.0,0.0,0.0,0.0,5.064
tetes suclarose stevia drop,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
daun kuchai,1,sayuran,5,2,0,0.0,0.0,0.0,0.0,0.447
chaipow lobak,1,sayuran,14,5,0,19.0,0.9,0.1,4.2,
kecap cap kambing,1,protein_hewani,3,0,120,46.0,5.7,1.3,9.0,38.779
telur kuningnya,1,protein_hewani,21,7,0,0.0,0.0,0.0,0.0,1.075
tepung kriuk udang,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,9.912
minyak mentega,1,olahan,30,5,90,725.0,0.5,81.6,1.4,
saos sambel,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
tempe rupiyah,1,protein_nabati,5,2,30,0.0,0.0,0.0,0.0,0.699
blimbing air,1,buah,7,2,0,0.0,0.0,0.0,0.0,
cabe merah cabe keriting,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
kemiri sangray,1,rempah,30,14,60,636.0,19.0,63.0,8.0,7.954
cabe rawit merah suka,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
gurami daging tulangnya,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,7.681
dikit saos tiram,1,bumbu,365,30,0,0.0,0.0,0.0,0.0,
saos merah,1,bumbu,30,7,0,0.0,0.0,0.0,0.0,
sarden abc,1,olahan,5,1,60,0.0,0.0,0.0,0.0,
serai daun jeruk,1,rempah,14,5,60,0.0,0.0,0.0,0.0,
penyedap ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
cabe merah suka,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
lengkuas laos,1,rempah,14,7,60,0.0,0.0,0.0,0.0,
sejempol gula merah,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
dori fillet,1,olahan,5,1,0,0.0,0.0,0.0,0.0,1.338
merica ketumbar,1,rempah,365,180,0,404.0,14.1,16.1,54.2,
tomat ukurang,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
dada fillet,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,5.702
pencelup cair terigu,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,
garam royco,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
ikan gurameh,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,7.681
fillet,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
daun ketumbar daun kemangi,1,bumbu,3,1,0,404.0,14.1,16.1,54.2,
baby corn,1,sayuran,5,2,60,0.0,0.0,0.0,0.0,0.565
cabai rawit kepedasan,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tahu kuning tahu putih,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
saos tomat saos,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
kaldu sapi pake royco masako,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,69.927
remas,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
spaghetti,1,karbohidrat,365,365,0,139.0,7.4,2.1,22.6,2.338
baso ikan,1,olahan,5,1,60,0.0,0.0,0.0,0.0,
kecap sach,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
dark soy sauce,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,1.511
kara,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
gula tdk,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
ikan gurame beratnya,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,7.681
sepotong buntut iga segempal daging kambing,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,38.779
daun bawang panjang,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
daun sledri panjang,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
garem gula lada,1,rempah,365,365,0,0.0,0.0,0.0,0.0,
bawang sambel,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,
ayam stengah garam bawang putih,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,3.576
merica bubuk merk ladaku,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
baking powder merk koepoe,1,bumbu,365,365,0,0.0,0.0,0.0,0.0,
tepung maizena terigu,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,1.574
tepung terigu maizena,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,1.492
telur campuran ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
ikan patin asap,1,protein_hewani,2,0,90,144.0,17.5,6.3,4.3,
daun bawang senthir,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,0.447
gula gula pengganti,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
kepala tuna,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
kacang panjang daun ubi,1,protein_nabati,90,30,0,34.0,4.1,0.4,5.8,0.857
salmon fillet kulit,1,olahan,5,1,0,0.0,0.0,0.0,0.0,1.913
kecap pilih merk jepang,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
mirin,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,1.511
sake,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,1.511
ayam paha atas,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,2.041
bubuk kaldu royco ayam,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,3.576
fillet ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,5.702
ikan nila mujair,1,protein_hewani,2,0,90,0.0,0.0,0.0,0.0,7.681
cabai rawit utuh,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
garam gula merica bubuk,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
daun prey daun sop,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
ikan kembung sdh,1,protein_hewani,2,0,90,103.0,22.0,1.0,0.0,
lonjor petai,1,sayuran,7,3,30,0.0,0.0,0.0,0.0,
cabe rawit setan utuh,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
cabe rawit hijau utuh,1,bumbu,5,2,30,0.0,0.0,0.0,0.0,
santan kara santan peras,1,olahan,5,0,30,0.0,0.0,0.0,0.0,6.639
kayu kalo,1,rempah,365,180,0,0.0,0.0,0.0,0.0,
garam penyedap royco,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
ayam sederhana,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
ayam blender,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
cabau rawit,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
urap sayur,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
kelapa muda,1,buah,3,1,0,17.0,0.2,0.1,3.8,6.639
urap blender,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
saus cabai,1,bumbu,30,14,0,0.0,0.0,0.0,0.0,1.61
bawang merag,1,bumbu,30,14,0,39.0,1.5,0.3,0.2,0.715
tahu putih bgks,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
bgks saos tiram,1,bumbu,365,30,0,0.0,0.0,0.0,0.0,
cabe rawit cabe keriting,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tahu putih tahu,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
tepung bakwan,1,karbohidrat,365,180,0,280.0,8.2,10.2,39.0,
lada kecap,1,bumbu,365,180,0,46.0,5.7,1.3,9.0,1.511
rollade ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
air jeruk nipis asam jawa,1,bumbu,180,90,0,0.0,0.0,0.0,0.0,0.565
penyedap kaldu,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
bon cabe,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
saus tomat saus,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
kornet sapi ayam enak,1,olahan,5,1,60,302.0,18.2,25.0,0.0,69.927
telur ayam uksedang,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
sejumput lada merica bubuk butiran,1,rempah,365,365,0,359.0,11.5,6.8,64.4,
santan saji sun kara,1,olahan,5,0,30,0.0,0.0,0.0,0.0,6.639
heali daun bawang,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
tahu surabaya,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
garam dapur,1,bumbu,1825,1825,0,0.0,0.0,0.0,0.0,
kepala ayam,1,protein_hewani,3,0,120,302.0,18.2,25.0,0.0,3.576
sawi ijo,1,sayuran,5,1,0,22.0,2.3,0.3,4.0,0.324
orak arik,1,olahan,5,1,0,0.0,0.0,0.0,0.0,
lombok merah keriting,1,bumbu,7,2,30,0.0,0.0,0.0,0.0,
kuning telor,1,protein_hewani,21,7,0,0.0,0.0,0.0,0.0,1.075
tahu putih segitiga,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
tahu tahu basah,1,protein_nabati,3,1,30,68.0,7.8,4.6,1.6,1.411
kaldu ayam bubuk garam,1,protein_hewani,3,0,120,0.0,0.0,0.0,0.0,3.576
kunyit bubuk,1,rempah,365,180,0,63.0,2.0,2.7,9.1,5.064
tomat cabe rawit,1,sayuran,7,3,0,0.0,0.0,0.0,0.0,0.449
labusiam,1,sayuran,14,7,0,26.0,0.6,0.1,6.7,0.528
royko masako,1,bumbu,365,180,0,0.0,0.0,0.0,0.0,
